0,2,4,10,11,12,1,3,5,6,7,8,9,13
39,77516,13,2174,0,40,6,9,4,1,1,4,1,0
50,83311,13,0,0,13,5,9,2,4,0,4,1,0
38,215646,9,0,0,40,3,11,0,6,1,4,1,0
53,234721,7,0,0,40,3,1,2,6,0,2,1,0
37,284582,14,0,0,40,3,12,2,4,5,4,0,0
23,122272,13,0,0,30,3,9,4,1,3,4,0,0
32,205019,12,0,0,50,3,7,4,12,1,2,1,0
25,176756,9,0,0,35,5,11,4,5,3,4,1,0
32,186824,9,0,0,40,3,11,4,7,4,4,1,0
38,28887,7,0,0,50,3,1,2,12,0,4,1,0
54,302146,9,0,0,20,3,11,5,8,4,2,0,0
35,76845,5,0,0,40,1,6,2,5,0,2,1,0
43,117037,7,0,2042,40,3,1,2,14,0,4,1,0
59,109015,9,0,0,40,3,11,0,13,4,4,0,0
19,168294,9,0,0,40,3,11,4,3,3,4,1,0
39,367260,9,0,0,80,3,11,0,4,1,4,1,0
49,193366,9,0,0,40,3,11,2,3,0,4,1,0
23,190709,12,0,0,52,2,7,4,11,1,4,1,0
20,266015,10,0,0,44,3,15,4,12,3,2,1,0
45,386940,13,0,1408,40,3,9,0,4,3,4,1,0
30,59951,10,0,0,40,1,15,2,1,3,4,1,0
22,311512,10,0,0,15,6,15,2,8,0,2,1,0
21,197200,10,0,0,40,3,15,4,7,3,4,1,0
19,544091,9,0,0,25,3,11,1,1,5,4,0,0
48,265477,12,0,0,40,5,7,2,10,0,4,1,0
31,507875,5,0,0,43,3,6,2,7,0,4,1,0
53,88506,13,0,0,40,5,9,2,10,0,4,1,0
24,172987,13,0,0,50,3,9,2,13,0,4,1,0
49,94638,9,0,0,40,3,11,5,1,4,4,0,0
25,289980,9,0,0,35,3,11,4,6,1,4,1,0
53,144361,9,0,0,38,3,11,2,7,0,4,1,0
44,128354,14,0,0,40,3,12,0,4,4,4,0,0
41,101603,11,0,0,40,6,8,2,3,0,4,1,0
29,271466,11,0,0,43,3,8,4,10,1,4,1,0
25,32275,10,0,0,40,3,15,2,4,5,3,0,0
47,109832,9,0,0,60,4,11,0,4,1,4,1,0
41,147372,9,0,0,48,3,11,2,1,0,4,1,0
30,188146,9,5013,0,40,3,11,2,7,0,4,1,0
30,59496,13,2407,0,40,3,9,2,12,0,4,1,0
48,149640,9,0,0,40,3,11,2,14,0,4,1,0
29,105598,10,0,0,58,3,15,0,13,1,4,1,0
36,155537,9,0,0,40,3,11,2,3,0,4,1,0
28,183175,10,0,0,40,3,15,0,1,1,4,0,0
25,200681,10,0,0,40,0,15,4,0,3,4,1,0
19,101509,10,0,0,32,3,15,4,10,3,4,1,0
31,309974,13,0,0,40,3,9,5,12,3,2,0,0
23,211678,10,0,0,40,3,15,4,7,1,4,1,0
79,124744,10,0,0,20,3,15,2,10,2,4,1,0
40,32214,12,0,0,40,3,7,2,1,0,4,1,0
67,212759,6,0,0,2,0,0,2,0,0,4,1,0
18,309634,7,0,0,22,3,1,4,8,3,4,0,0
31,125927,4,0,0,40,2,5,2,5,0,4,1,0
18,446839,9,0,0,30,3,11,4,12,1,4,1,0
46,51618,9,0,0,40,3,11,2,8,5,4,0,0
59,159937,9,0,0,48,3,11,2,12,0,4,1,0
53,346253,9,0,0,35,3,11,0,12,3,4,0,0
33,202051,14,0,0,50,3,12,2,10,0,4,1,0
30,54334,5,0,0,40,3,6,4,12,1,4,1,0
57,249977,11,0,0,40,3,8,2,10,0,4,1,0
37,286730,10,0,0,40,3,15,0,3,4,4,0,0
28,212563,10,0,0,25,3,15,0,7,4,2,0,0
29,115585,10,0,0,50,2,15,4,6,1,4,1,0
32,249409,9,0,0,40,1,11,4,8,3,2,1,0
47,149116,14,0,0,50,5,12,4,10,1,4,0,0
20,188300,10,0,0,40,3,15,4,13,3,4,0,0
29,103432,9,0,0,40,3,11,4,3,1,4,1,0
17,304873,6,34095,0,32,0,0,4,0,3,4,0,0
30,194901,7,0,0,40,3,1,4,6,3,4,1,0
31,189265,9,0,0,40,2,11,4,1,1,4,0,0
42,124692,9,0,0,40,3,11,2,6,0,4,1,0
24,432376,13,0,0,40,3,9,4,12,2,4,1,0
28,377869,10,4064,0,25,3,15,2,12,5,4,0,0
36,102864,9,0,0,40,3,11,4,7,3,4,0,0
53,95647,5,0,0,50,3,6,2,6,0,4,1,0
56,303090,10,0,0,50,4,15,2,12,0,4,1,0
55,247552,10,0,0,56,3,15,2,12,0,4,1,0
22,102632,9,0,0,41,3,11,4,3,1,4,1,0
21,199915,10,0,0,40,3,15,4,8,3,4,0,0
40,118853,13,0,0,60,3,9,2,4,0,4,1,0
19,301606,10,0,0,35,3,15,4,8,3,2,1,0
20,111697,10,0,1719,28,3,15,4,1,3,4,0,0
35,129305,9,0,0,40,0,11,2,0,0,4,1,0
39,365739,10,0,0,40,3,15,0,3,1,4,1,0
28,69621,12,0,0,60,3,7,4,12,1,4,0,0
24,43323,9,0,1762,40,3,11,4,8,1,4,0,0
38,120985,9,4386,0,35,5,11,2,3,0,4,1,0
37,254202,13,0,0,50,3,9,2,12,0,4,1,0
46,146195,12,0,0,36,3,7,0,13,1,2,0,0
43,56920,9,0,0,60,5,11,2,3,0,4,1,0
27,163127,11,0,0,35,3,8,2,1,5,4,0,0
20,34310,10,0,0,20,3,15,4,12,3,4,1,0
61,66614,9,0,0,40,4,11,2,3,0,4,1,0
27,232782,10,0,0,40,3,15,4,12,3,4,0,0
70,105376,10,0,0,40,3,15,4,13,2,4,1,0
31,185814,9,0,0,30,3,11,4,14,4,2,0,0
22,175374,10,0,0,24,3,15,2,8,0,4,1,0
36,108293,9,0,0,24,3,11,6,8,4,4,0,0
64,181232,7,0,2179,40,3,1,2,3,0,4,1,0
43,174662,10,0,0,40,0,15,0,0,1,4,0,0
34,198183,9,0,0,40,3,11,4,1,1,4,0,0
21,296158,9,0,0,35,3,11,4,3,3,4,1,0
48,187715,9,0,0,46,3,11,2,3,0,4,1,0
23,214542,13,0,0,40,3,9,4,6,1,4,1,0
71,494223,10,0,1816,2,5,15,5,12,4,2,1,0
29,191535,9,0,0,60,3,11,0,3,1,4,1,0
42,228456,13,0,0,50,3,9,5,8,2,2,1,0
68,38317,2,0,0,20,0,3,0,0,1,4,0,0
25,252752,9,0,0,40,3,11,4,8,4,4,0,0
44,78374,14,0,0,40,4,12,0,4,4,1,0,0
39,235485,12,0,0,42,1,7,4,4,1,4,1,0
46,102628,14,0,0,40,6,12,6,11,4,4,1,0
18,25828,7,0,0,16,3,1,4,6,3,4,1,0
66,54826,11,0,0,20,2,8,6,10,1,4,0,0
27,124953,9,0,1980,40,3,11,4,8,1,4,1,0
28,175325,9,0,0,40,6,11,2,11,0,4,1,0
27,428030,13,0,0,50,3,9,4,3,1,4,1,0
27,253814,9,0,0,25,3,11,3,12,4,4,0,0
21,312956,9,0,0,40,3,11,4,3,3,2,1,0
34,483777,9,0,0,40,3,11,4,6,1,2,1,0
18,183930,9,0,0,12,3,11,4,8,3,4,1,0
33,37274,13,0,0,65,3,9,2,10,0,4,1,0
43,114580,10,0,0,40,3,15,0,1,1,4,0,0
