,x,y,target
0,52.918399810791016,34.56169509887695,6.0
1,19.81104278564453,55.320960998535156,3.0
2,23.68868064880371,-47.72217559814453,5.0
3,59.59469223022461,29.255611419677734,6.0
4,-18.832605361938477,-46.327091217041016,2.0
5,-40.98040008544922,-11.181610107421875,2.0
6,17.86638069152832,54.91095733642578,3.0
7,35.44631576538086,-5.639308452606201,6.0
8,27.52556610107422,80.75021362304688,3.0
9,1.991233229637146,-43.331729888916016,0.0
10,41.396610260009766,-34.116943359375,5.0
11,16.451440811157227,15.6810884475708,3.0
12,-1.7435927391052246,-11.124441146850586,0.0
13,39.093753814697266,61.3469123840332,3.0
14,14.133983612060547,41.94963455200195,3.0
15,31.141918182373047,-48.184478759765625,5.0
16,-64.83526611328125,29.657703399658203,4.0
17,-38.688228607177734,36.4184684753418,4.0
18,-32.5759162902832,-52.55276870727539,2.0
19,39.07963180541992,-28.73909568786621,6.0
20,15.47507381439209,-66.08109283447266,5.0
21,31.689416885375977,-86.94915008544922,5.0
22,58.92002487182617,3.499903917312622,6.0
23,-43.58808135986328,41.77919387817383,4.0
24,-9.866174697875977,-29.179790496826172,0.0
25,-8.374926567077637,31.847204208374023,3.0
26,-8.34473705291748,-36.367835998535156,0.0
27,-3.2795321941375732,-12.16735553741455,2.0
28,1.7600634098052979,-73.30120086669922,5.0
29,28.417150497436523,53.397727966308594,3.0
30,59.34181594848633,9.563962936401367,6.0
31,66.3702621459961,-1.0427601337432861,6.0
32,-56.60197448730469,12.308478355407715,4.0
33,-6.638629913330078,41.513938903808594,3.0
34,6.662570953369141,-22.500045776367188,0.0
35,-13.589982032775879,44.79793167114258,3.0
36,-33.71709060668945,-41.73627853393555,2.0
37,-8.549965858459473,-20.701560974121094,0.0
38,30.744468688964844,-23.391101837158203,6.0
39,-47.98291015625,2.175138235092163,4.0
40,23.06487464904785,-50.76793670654297,5.0
41,-4.887311935424805,-34.75950241088867,0.0
42,-19.728836059570312,53.264766693115234,3.0
43,-0.24542029201984406,-95.22959899902344,5.0
44,-0.5362630486488342,69.8996353149414,3.0
45,7.244447708129883,-69.01742553710938,5.0
46,53.92618942260742,-18.177337646484375,0.0
47,0.7424755096435547,-73.01346588134766,5.0
48,6.344676971435547,-44.32759475708008,0.0
49,21.747312545776367,57.41777038574219,3.0
50,-23.228925704956055,-25.753185272216797,2.0
51,-39.64973449707031,16.765457153320312,4.0
52,-30.87725257873535,12.668911933898926,4.0
53,33.323265075683594,14.271531105041504,6.0
54,-33.592376708984375,-25.3914852142334,2.0
55,-12.242412567138672,58.83727264404297,3.0
56,-41.96868133544922,45.37779998779297,4.0
57,15.892231941223145,36.259342193603516,3.0
58,-51.90937042236328,15.828116416931152,4.0
59,-14.26058292388916,34.83474349975586,5.0
60,7.621061325073242,-16.64349365234375,6.0
61,11.744063377380371,72.98872375488281,3.0
62,-4.336443901062012,-89.23907470703125,5.0
63,16.260377883911133,51.34132385253906,3.0
64,-79.78699493408203,-18.280715942382812,1.0
65,31.31696891784668,-37.424560546875,6.0
66,-50.670162200927734,40.33745574951172,4.0
67,-3.2628250122070312,-41.71342468261719,0.0
68,31.416854858398438,-9.203634262084961,6.0
69,-22.557039260864258,4.379390239715576,6.0
70,-20.646638870239258,-2.223097801208496,2.0
71,27.53715705871582,81.62315368652344,3.0
72,58.65692138671875,26.490123748779297,6.0
73,37.667030334472656,58.4820556640625,6.0
74,-51.05670166015625,40.215145111083984,4.0
75,-26.200395584106445,-30.886716842651367,2.0
76,19.457115173339844,-72.00476837158203,5.0
77,-45.94538879394531,6.414960861206055,4.0
78,50.754554748535156,-1.9054933786392212,6.0
79,-33.46680450439453,-16.79094123840332,0.0
80,-0.9962777495384216,78.8175277709961,3.0
81,62.18894577026367,1.7131564617156982,6.0
82,-58.442100524902344,10.15859317779541,4.0
83,-60.453125,10.35174560546875,4.0
84,-36.91069412231445,-3.6898274421691895,2.0
