,x,y,target
0,-12.17037582397461,7.618889331817627,6.0
1,6.251970291137695,-44.555843353271484,3.0
2,14.649325370788574,13.124281883239746,3.0
3,-10.265636444091797,-70.95342254638672,3.0
4,-43.21781539916992,10.567939758300781,0.0
5,-91.62774658203125,-9.16611099243164,1.0
6,-41.866722106933594,10.690503120422363,6.0
7,81.7237548828125,-11.539137840270996,5.0
8,27.16412925720215,20.88221549987793,6.0
9,23.623756408691406,40.66291046142578,4.0
10,-61.48413848876953,-0.11788540333509445,0.0
11,68.9345932006836,-21.152042388916016,5.0
12,4.2749433517456055,61.328285217285156,2.0
13,-53.667884826660156,26.706398010253906,0.0
14,26.84006118774414,6.504841327667236,6.0
15,5.738062858581543,-15.834827423095703,6.0
16,1.8016633987426758,70.19242095947266,6.0
17,-28.634681701660156,-43.51564407348633,3.0
18,66.60082244873047,-31.650115966796875,5.0
19,5.137122631072998,22.17098045349121,6.0
20,60.31205368041992,-19.091453552246094,5.0
21,-18.527069091796875,62.22752380371094,2.0
22,5.495128154754639,-15.314852714538574,3.0
23,72.48663330078125,-9.87138557434082,5.0
24,36.20039367675781,54.60960388183594,4.0
25,52.74890899658203,-27.1302433013916,5.0
26,-45.11275863647461,49.58090591430664,2.0
27,39.854103088378906,56.69915771484375,4.0
28,-22.29706573486328,-44.98714065551758,3.0
29,-20.390073776245117,-27.34255599975586,3.0
30,-30.137470245361328,52.22832489013672,2.0
31,-35.24654006958008,22.39984893798828,2.0
32,-28.25687026977539,-55.7808723449707,3.0
33,2.1229279041290283,-42.97256088256836,3.0
34,-78.98921203613281,-18.86202049255371,1.0
35,23.601770401000977,65.52045440673828,4.0
36,29.15205192565918,52.843685150146484,4.0
37,64.18602752685547,-29.618389129638672,5.0
38,64.23190307617188,-28.481122970581055,5.0
39,60.1995964050293,-10.866236686706543,5.0
40,79.7064208984375,3.4790687561035156,5.0
41,-24.45201873779297,67.11270904541016,2.0
42,42.89065170288086,55.667579650878906,4.0
43,13.362725257873535,51.07225799560547,4.0
44,5.047539710998535,20.06808853149414,6.0
45,9.87643051147461,-44.3016242980957,3.0
46,22.898048400878906,-67.45332336425781,3.0
47,63.32661819458008,5.218465805053711,5.0
48,61.65106201171875,3.8719983100891113,5.0
49,-20.436386108398438,-33.819156646728516,3.0
50,27.363008499145508,42.18751907348633,4.0
51,-17.8642635345459,-30.212806701660156,3.0
52,-18.335060119628906,-24.236434936523438,3.0
53,14.997228622436523,-7.331391334533691,6.0
54,64.96232604980469,-6.914448261260986,5.0
55,9.36559009552002,-38.476505279541016,3.0
56,28.22195816040039,-27.936561584472656,5.0
57,-45.57709503173828,26.899978637695312,0.0
58,-1.5299913883209229,-33.20515823364258,6.0
